,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Marital_Status_group,Age,Age_group,Recency_group,MnProd,childnum,NumPurch
18,3,1.2314411940357075,1.4466999392316133,2.104063799289815,1.350392784758054,1.4669976446682234,-0.6870680334894731,-0.26805433724668415,2.5304595551510185,2,11,4,9,5,0,1,1.7010976356293042,5,0,1.9698745064995042,1,24
19,0,-0.8651197574300732,1.2740240792711075,-0.8912804829664238,-0.23393276236877672,-0.655617887112713,-0.13778633356570003,-0.07421495532260604,-0.09628604421016002,2,2,1,3,6,0,3,-1.3760091656397686,1,4,-0.785802073731961,1,6
20,2,-0.7083983913524144,-0.2800586603734455,-0.6476116028622457,-0.6111531307323078,-0.4163251131749873,0.5762798763352049,0.26500396304453067,0.07627388567488091,1,4,2,5,8,0,1,-1.119583598867346,2,5,-0.47998714699917866,0,11
21,2,-2.3879096109076965,-0.24552348838134433,-0.9001951980921865,-0.6363011552898765,6.90426123025321,-0.668758643492014,-0.6315031783543306,-0.8248724148358884,15,0,28,0,1,0,1,-0.8631580320949231,2,5,1.8829762759524842,1,28
22,4,0.3386925944582632,0.47971512345278045,1.673185901544622,-0.6614491798474453,-0.35871759352331267,-0.6870680334894731,-0.6557331010948404,-0.4797525550658065,3,2,3,9,8,0,1,1.7010976356293042,5,4,0.6162674537478444,1,14
23,4,0.6648070355808264,-1.696000712049594,0.23791676629684078,-0.6614491798474453,-0.28781603087509766,-0.3025708435428319,0.11962442660147207,-0.7481791126647591,3,6,2,9,4,0,1,1.2737216910085998,4,2,-0.09897182844685966,1,17
24,2,-0.5312372188563249,0.6869261554053875,-0.10084240848213862,-0.5860051061747391,-0.6201671057886055,0.026998176411431898,-0.5103535646517818,1.0541134883567795,7,7,1,5,8,0,4,1.5301472577810225,5,4,-0.2660838102680522,1,13
25,2,-1.604205679301263,1.3776295952474111,-0.8853373395492488,-0.5608570816171703,-0.6290298011196324,-0.41242718352758656,-0.3649740282087232,-0.5947925083225005,2,2,1,3,7,0,3,-0.008406142853514022,3,4,-0.8827270231882527,0,6
26,2,0.08389899805939291,-1.557860024081189,-0.38908486421512983,-0.5608570816171703,-0.6068730627920651,-0.6321398634970958,-0.5103535646517818,-0.05793939312459537,4,5,1,4,7,0,1,-0.6067324653225004,2,2,-0.5785832162736823,2,10
27,2,-0.01210983137634758,-1.0398324441996714,-0.8883089112578363,-0.6363011552898765,-0.726519449760928,-0.6321398634970958,5.716736579659227,6.096698106108531,0,27,0,0,1,0,3,-1.4614843545639096,1,1,0.05644231464684941,1,27
28,2,-0.6443115873801376,-0.7980862402549632,-0.7961901882916226,-0.6111531307323078,-0.5536968908059039,-0.32088023354029105,-0.14690472354413533,-0.6523124849508475,2,2,1,4,3,0,1,-1.7179099213363322,1,1,-0.7891443133683849,1,7
29,4,1.6015424869756063,1.6193757991921194,1.1293882788731024,1.8533532759094284,2.8096959873187943,-0.3025708435428319,0.943441799778804,-0.8440457403786708,1,6,9,10,2,0,1,0.33349461284304965,3,0,1.7860513264961924,0,25
30,3,-1.9736758143232527,-0.5218048643181538,-0.8793941961320737,-0.5608570816171703,-0.6955000161023339,-0.6504492534945548,-0.6072732556138208,-0.7673524382075414,2,3,0,3,5,0,0,-1.7179099213363322,1,5,-0.9579274150077893,0,6
31,3,-0.6316884290219619,0.2379689195080722,-0.5703507384389697,-0.23393276236877672,-0.544834195474877,-0.06454877357586361,-0.12267480080362557,0.8623802329289563,1,2,5,3,3,0,4,0.5044449906913314,3,5,-0.4766449073627548,0,10
32,2,-0.5380828547351817,-0.6254103802944573,-0.5762938818561448,-0.6614491798474453,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7865257637503237,2,2,1,4,5,0,4,-0.09388133177765494,3,5,-0.807526631368716,1,7
33,4,-0.24376906255340736,-1.4197193361127844,-0.6178958857763703,-0.35967288515662044,-0.3144041168681783,-0.08285816357332272,-0.12267480080362557,-0.019592742039030716,6,4,1,6,6,0,0,1.4446720688568815,4,3,-0.5033828244541456,2,11
34,3,0.8266262156108255,-1.557860024081189,0.5291307937384195,0.19358365510989187,1.3473512576993605,1.4917493762081602,0.9919016452598236,-0.42223257843745954,1,3,5,9,7,0,1,1.957523202401727,5,2,0.9905982930273157,0,17
35,3,-0.10884691994813667,0.20343374751597101,-0.7843039014572725,-0.6614491798474453,-0.655617887112713,-0.6504492534945548,-0.6315031783543306,-0.7865257637503237,1,2,0,3,7,0,3,1.5301472577810225,5,5,-0.8994382213703719,2,5
36,4,0.7633162213836672,-0.4181993483418502,1.182876569627678,-0.23393276236877672,-0.07067999526493927,-0.6870680334894731,-0.4618937191707623,-0.1729793463812893,5,5,6,12,2,0,1,-0.09388133177765494,3,5,0.5176713844733408,1,23
37,0,-1.3551896053817114,0.9286723593500957,-0.8853373395492488,-0.5860051061747391,-0.6777746254402801,-0.41242718352758656,-0.486123641911272,-0.153806020838507,3,3,1,2,7,0,1,-0.6067324653225004,2,4,-0.8727003042789812,1,6
38,2,-0.4467591590746872,1.7229813151684228,-0.7397303258284594,-0.6614491798474453,-0.7132254067643876,-0.6504492534945548,-0.6557331010948404,-0.7673524382075414,2,1,1,3,5,0,5,-0.3503068985500777,2,0,-0.8960959817339481,1,5
39,4,-0.13025773854796552,0.13436340353176865,0.3954100668519803,-0.46026498338689537,0.17304412633829977,2.2424343661039834,0.5315331131901381,-0.03876606758181304,2,7,10,5,6,0,0,2.2139487691741495,5,5,0.49928906647300964,0,22
40,2,1.3778698309905462,-1.5923951960732903,0.3478649195145797,1.2498006865277789,1.6353888559577339,0.8143019463021733,3.6571931467158976,1.1116334649851265,2,8,6,5,4,0,1,-0.9486332210190641,2,2,1.3231511368514888,1,19
41,3,-1.5085609794335466,1.34309442325531,-0.8645363375891361,-0.6363011552898765,-0.6113044104575786,-0.6321398634970958,-0.6557331010948404,-0.7098324615791944,2,2,0,3,8,0,1,-1.3760091656397686,1,4,-0.9194916591889151,1,5
42,2,-1.4388908554182305,-1.557860024081189,-0.8764226244234862,-0.6614491798474453,-0.7132254067643876,-0.6321398634970958,-0.6315031783543306,-0.7865257637503237,1,0,0,3,5,0,4,1.0172961242361769,4,2,-0.9712963735534847,1,3
43,4,-0.01210983137634758,1.0668130473185005,-0.6624694614051834,-0.38482090971418914,-0.5182461094817964,-0.6321398634970958,-0.6072732556138208,-0.09628604421016002,1,1,3,4,2,0,3,0.8463457463878951,4,4,-0.6972327233667289,0,8
44,3,-2.142583383277458,-1.0398324441996714,-0.8942520546750115,-0.6363011552898765,-0.6955000161023339,-0.6321398634970958,-0.6072732556138208,-0.6139658338652828,3,2,0,3,5,0,1,-0.5212572763983595,2,1,-0.9562562951895774,1,5
45,2,1.3744712883556527,0.790531671381691,-0.5376634496445067,3.4628268475938278,0.438924986269106,3.469163495933743,0.07116458112045254,2.492112904065454,1,2,4,9,1,0,3,-0.6067324653225004,2,4,0.6363208915663875,0,15
46,0,-2.142583383277458,-0.8671565842391655,-0.8942520546750115,-0.208784737811208,-0.6777746254402801,-0.41242718352758656,-0.12267480080362557,0.11462053676044556,3,3,1,3,9,0,1,-2.3162362438053186,0,1,-0.8041843917322922,0,7
47,2,-0.48079313603269186,1.4812351112237145,-0.8645363375891361,-0.5105610325020329,-0.6733432777747667,-0.6321398634970958,-0.5345834873922916,-0.5947925083225005,1,2,0,2,10,0,4,0.0770690460706269,3,0,-0.9161494195524912,1,4
48,2,-0.01210983137634758,1.6193757991921194,-0.7605313277885721,-0.5357090570596016,-0.5271088048128233,-0.5772116935047185,-0.4134338736897427,-0.7098324615791944,3,2,1,4,6,0,3,1.5301472577810225,5,0,-0.8008421520958683,3,7
49,4,1.0156337367199721,-0.3491290043576479,1.5513514614925328,0.5959520480309917,0.6649237172102913,0.22840146638348202,0.26500396304453067,-0.11545936975294234,9,5,2,12,8,0,1,1.2737216910085998,4,5,1.1961460306673826,2,19
50,2,0.6726722342501513,-0.6944807242786596,-0.17513170119682708,-0.18363671325363923,-0.18589503456828863,-0.009620603583486308,0.9676717225193138,-0.5756191827797181,1,4,2,10,2,0,5,1.0172961242361769,4,1,-0.1608032617207009,1,16
51,3,1.335727902317867,-1.6269303680653915,1.028354840781126,0.26902772878259806,2.716637686343012,-0.19271450355807734,3.3906639965702903,-0.2304993230096363,1,6,9,13,3,0,1,0.41896980176719056,3,2,1.8211448426786427,0,28
52,2,-0.7690866526897978,0.16889857552386983,-0.8675079092977236,-0.5105610325020329,-0.6511865394471995,-0.13778633356570003,-0.6315031783543306,-0.7865257637503237,2,2,0,3,7,0,3,-0.6922076542466413,2,5,-0.8877403826428885,1,5
53,2,1.502693446909276,0.16889857552386983,0.6123348015788707,2.3563137670608034,1.697427723274922,2.169196806114147,0.31346380852555017,3.7767257154318696,1,4,9,7,1,0,0,-0.6922076542466413,2,5,1.6941397364945363,0,20
54,2,0.7157366244951586,0.27250409150017335,0.07150875061593862,-0.43511695882932666,-0.19032638223380208,-0.4673553535199639,-0.07421495532260604,1.2458467437846028,7,4,2,10,3,0,1,-0.7776828431707823,2,5,0.004637600282279722,2,16
55,3,1.4930804263134347,0.20343374751597101,2.020859791449364,0.6211000725885605,1.1745286987443364,2.6086221660531654,2.2518576277663316,2.798886112749971,1,3,10,13,1,0,4,1.1882465020844588,4,5,2.2623204746865913,0,26
56,2,0.9057637083947734,-0.6599455522865585,-0.026553115767450154,0.2187316796674606,1.3960960820200083,1.5283681562030782,2.2518576277663316,-0.07711271866737769,1,5,5,10,3,0,0,0.24801942391890872,3,5,0.8184729517514874,0,20
57,2,-1.1503060351067051,-0.6254103802944573,-0.8645363375891361,-0.6614491798474453,-0.7043627114333607,-0.6504492534945548,-0.6315031783543306,-0.7481791126647591,1,1,0,4,3,0,3,-1.6324347324121913,1,5,-0.9595985348260012,1,5
58,2,-0.01210983137634758,0.27250409150017335,-0.8704794810063111,-0.5860051061747391,-0.6423238441161726,-0.6504492534945548,-0.6072732556138208,-0.7290057871219767,2,2,0,3,6,0,3,-1.119583598867346,2,5,-0.9311894979163985,1,5
59,4,0.20988782859580077,0.47971512345278045,0.4251257839378557,-0.6614491798474453,-0.615735758123092,-0.6870680334894731,-0.6557331010948404,-0.019592742039030716,3,8,2,6,7,0,1,0.0770690460706269,3,4,-0.1424209437203697,1,16
60,3,1.1723065521885612,-1.2815786481443796,1.2125922867135535,-0.007600541350658057,1.6442515512887608,0.5762798763352049,-0.34074410546821343,0.6898203030439153,1,3,6,11,1,0,3,-1.119583598867346,2,3,1.3950092890346018,0,20
61,2,0.7293307950347325,-1.0743676161917726,0.4399836424807934,-0.208784737811208,-0.28781603087509766,-0.39411779353012744,-0.21959449176566462,-0.7290057871219767,4,4,2,12,3,0,4,-0.5212572763983595,2,1,0.014664319191551275,2,18
62,2,0.49483135322708316,-0.7980862402549632,0.6509652337905086,-0.4854130079444641,-0.1460129055786677,-0.009620603583486308,-0.31651418272770365,2.396246276351542,4,8,2,10,7,0,3,1.4446720688568815,4,1,0.46920890974519497,1,20
63,4,0.7791922705495267,-1.4197193361127844,0.719311383088022,-0.6614491798474453,-0.5271088048128233,-0.6870680334894731,-0.5103535646517818,-0.7290057871219767,1,7,3,8,5,0,5,1.5301472577810225,5,3,0.004637600282279722,1,18
64,2,0.9241643892322681,-0.6944807242786596,0.27951877021706634,0.3444718024553043,0.8864911004859631,1.4917493762081602,2.300317473247351,-0.26884597409520095,1,7,4,4,4,0,4,1.7865728245534451,5,1,0.7900639148418847,0,15
65,2,-1.2579427354146884,0.8941371873579945,-0.9001951980921865,-0.5860051061747391,-0.7132254067643876,-0.6321398634970958,-0.5103535646517818,-0.5564458572369358,1,1,1,2,7,0,1,-0.17935652070179584,3,4,-0.9512429357349416,1,4
66,2,-0.9300804723656084,-1.696000712049594,-0.8734510527148986,-0.6614491798474453,-0.7353821450919548,-0.6870680334894731,-0.6557331010948404,-0.8440457403786708,1,1,0,2,7,0,4,0.1625442349947678,3,2,-0.9896786915538159,2,3
67,0,1.7751594650095925,-1.0398324441996714,1.1412745657074526,-0.3093768360414829,0.6294729358861838,2.9931193559998066,-0.07421495532260604,-0.11545936975294234,1,11,10,10,5,0,3,-0.8631580320949231,2,1,1.1209456388478458,1,31
68,2,0.8479399329925146,-1.557860024081189,-0.169188557779652,0.570804023473423,-0.035229213940831776,-0.5589023035072593,1.3311205636269603,1.2458467437846028,1,5,2,10,4,0,4,0.931820935312036,4,2,0.08318023173824021,1,17
69,2,1.1274943400170372,1.4121647672395123,1.640498612750159,0.8222842690491103,1.4182528203475755,0.37487658636315485,0.04693465837994278,0.5556070242444391,7,2,5,5,5,0,4,-0.09388133177765494,3,4,1.6022281464928805,3,12
70,3,0.7457409009003609,-1.6614655400574927,0.570732797658645,0.24387970422502936,1.2986064333787128,2.773406676030297,0.7980622633357455,-0.6139658338652828,3,4,8,6,3,0,1,1.2737216910085998,4,2,1.0858521226653954,0,18
71,0,-0.01210983137634758,-0.8326214122470643,-0.8288774770860856,-0.5860051061747391,-0.5492655431403904,-0.37580840353266837,-0.5588134101328013,-0.5180992061513712,3,3,0,3,8,0,1,-0.3503068985500777,2,1,-0.8259089493690472,1,6
72,2,0.6505817071233438,-0.6944807242786596,-0.13650126898518908,2.02938944781241,0.5497086779069419,0.8509207262970915,0.2407740403040209,0.8048602563006093,4,10,3,13,7,0,1,0.8463457463878951,4,1,0.43411539356274453,1,26
73,4,0.43695902721575436,1.34309442325531,0.7757712455511853,-0.5105610325020329,-0.45177589449909483,-0.6870680334894731,-0.5103535646517818,-0.4797525550658065,5,9,2,8,7,0,1,-0.5212572763983595,2,4,0.09654919028393562,2,19
74,2,-1.131177095133162,0.30703926349227456,-0.8615647658805485,-0.4099689342717579,-0.6822059731057936,-0.6138304734996367,-0.29228425998719393,-0.6714858104936298,1,2,1,4,2,0,1,1.4446720688568815,4,5,-0.8994382213703719,0,7
75,2,-0.5527451386742935,0.6523909834132863,-0.897223626383599,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.8248724148358884,1,1,0,2,6,0,0,-0.6922076542466413,2,4,-0.986336451917392,1,3
76,3,1.1467689318177903,-0.5218048643181538,1.2393364320908413,2.1299815460426847,3.3591830978424606,1.0889427962640599,-0.21959449176566462,-0.49892588060858883,1,7,6,5,5,0,1,-0.2648317096259368,3,5,2.150355446866392,0,18
77,2,1.1746369814239166,-0.31459383236554667,2.163495233461566,1.9790933986972723,2.712206338677499,1.821318396162424,1.888408786658685,0.13379386230322787,0,5,8,9,4,0,3,-0.6067324653225004,2,5,2.6834426688759963,0,22
78,0,-1.2285696169273947,-1.2815786481443796,-0.9001951980921865,-0.6614491798474453,-0.7176567544299011,-0.6870680334894731,-0.5830433328733111,-0.6714858104936298,1,0,0,3,3,1,4,-0.6067324653225004,2,3,-0.9779808528263324,0,3
79,2,0.21435448463023218,-1.3851841641206832,0.8114301060542357,-0.6614491798474453,-0.4562072421646083,-0.6870680334894731,-0.6557331010948404,0.13379386230322787,2,10,1,8,8,0,4,0.33349461284304965,3,3,0.1483539046485053,0,19
80,2,-1.0618468253813351,1.3085592512632087,-0.7129861804511716,-0.5608570816171703,-0.43848185150255453,-0.5589023035072593,-0.5345834873922916,-0.5180992061513712,4,3,1,4,8,0,3,-1.3760091656397686,1,4,-0.7323262395491794,1,8
81,2,-1.2296377303269326,-1.5233248520890879,-0.8912804829664238,-0.6363011552898765,-0.7176567544299011,-0.6504492534945548,-0.6557331010948404,-0.7673524382075414,1,1,0,2,7,0,1,-0.008406142853514022,3,2,-0.9813230924627563,1,3
82,0,-1.3629091522238266,1.3085592512632087,-0.8288774770860856,-0.5357090570596016,-0.655617887112713,-0.5589023035072593,-0.6557331010948404,-0.4030592528946772,3,3,0,3,7,0,1,-0.3503068985500777,2,4,-0.8760425439154049,1,6
83,3,-0.6316884290219619,0.2379689195080722,-0.5703507384389697,-0.23393276236877672,-0.544834195474877,-0.06454877357586361,-0.12267480080362557,0.8623802329289563,1,2,5,3,3,0,4,0.5044449906913314,3,5,-0.4766449073627548,0,10
84,2,1.4434131532349201,-1.0743676161917726,-0.4188005813010052,-0.08304461502336428,1.139077917420229,-0.19271450355807734,0.9192118770382942,0.613127000872786,1,3,10,13,1,0,0,-1.5469595434880505,1,1,0.2920702090147309,0,26
85,2,-1.0773830202837054,1.5848406272000182,-0.8526500507547858,-0.46026498338689537,-0.6777746254402801,-0.5039741335148821,-0.5588134101328013,-0.7865257637503237,2,1,0,4,7,0,1,0.7608705574637542,4,0,-0.9144782997342793,2,5
86,3,-0.7521910407334702,-0.03831245642873724,-0.516862447684394,-0.6614491798474453,-0.6689119301092532,-0.6870680334894731,-0.6557331010948404,-0.7481791126647591,5,3,1,4,7,0,1,-0.09388133177765494,3,5,-0.7557219170041464,2,8
87,2,-0.06034486148729988,-1.5923951960732903,-0.035467830893212766,-0.5105610325020329,-0.575853629133471,-0.6870680334894731,-0.5830433328733111,-0.19215267192407165,4,6,1,6,7,0,3,1.0172961242361769,4,2,-0.38640443717931083,1,13
88,2,1.357575676399325,0.7214613273974887,0.13688332820486446,0.8474322936066792,1.7771919812541639,1.326964866231028,2.5668466233929585,1.9360864633247665,1,5,6,7,2,0,1,-0.3503068985500777,2,4,1.274688662123343,0,18
89,2,0.12366194688764649,1.0322778753263993,-0.5020045891414563,-0.43511695882932666,-0.5669909338024443,-0.6138304734996367,-0.6557331010948404,-0.7098324615791944,1,2,2,5,2,0,4,0.1625442349947678,3,4,-0.6838637648210335,1,9
90,4,-0.01210983137634758,-1.557860024081189,-0.21970527682564017,0.3947678515704418,0.11100525902111165,0.21009207638602292,0.2407740403040209,0.17214051338879255,12,7,2,8,9,0,1,1.0172961242361769,4,2,-0.00037575917235605443,3,17
91,2,-0.01210983137634758,-0.14191797240504078,-0.8823657678406612,-0.6614491798474453,-0.7043627114333607,-0.6504492534945548,-0.6557331010948404,-0.8248724148358884,1,1,0,2,7,0,3,1.0172961242361769,4,5,-0.9779808528263324,2,3
92,3,-0.01210983137634758,1.3085592512632087,0.4191826405206806,0.26902772878259806,0.8510403191618556,1.107252186261519,0.022704735639433017,-0.49892588060858883,1,2,4,8,1,0,4,-0.3503068985500777,2,4,0.6379920113845995,0,14
93,3,-0.44845843039213396,0.6869261554053875,-0.8585931941719609,-0.6111531307323078,-0.6955000161023339,-0.6870680334894731,-0.6315031783543306,-0.7673524382075414,1,1,0,3,7,0,3,-0.2648317096259368,3,4,-0.9545851753713654,1,4
94,4,-1.3596562614161427,1.204953735286905,-0.8229343336689104,-0.6111531307323078,-0.6777746254402801,-0.6870680334894731,-0.6557331010948404,-0.8440457403786708,3,3,1,3,5,0,1,-0.09388133177765494,3,4,-0.9362028573710343,1,7
95,2,-1.0455338207338465,-0.6599455522865585,-0.8883089112578363,-0.5860051061747391,-0.6910686684368205,-0.4673553535199639,-0.5345834873922916,-0.6714858104936298,1,2,0,3,6,0,1,-1.205058787791487,1,5,-0.9328606177346105,1,5
96,2,-0.18036196710810923,0.790531671381691,0.5974769430359329,-0.6614491798474453,-0.6245984534541189,-0.6870680334894731,-0.6557331010948404,0.5939536753300036,5,7,4,6,6,0,5,0.7608705574637542,4,4,0.004637600282279722,1,17
97,2,0.008839756437317159,-0.4181993483418502,-0.7516166126628095,-0.6111531307323078,-0.7087940590988742,-0.6870680334894731,-0.6315031783543306,-0.8056990892931061,2,2,0,3,7,0,0,-0.2648317096259368,3,5,-0.9027804610067958,2,5
98,0,1.3043642088587073,-0.17645314439714196,-0.28805142612315354,-0.007600541350658057,1.240998913727038,0.6861362163199596,-0.6557331010948404,3.431605855661788,1,5,7,12,2,0,1,1.5301472577810225,5,5,0.626294172657116,0,24
99,4,-0.07189990644593768,-0.5908752083023561,-0.5020045891414563,0.49535994980071674,-0.33212950753023207,0.5030423163453686,0.8222921860762552,-0.6331391594080651,2,5,2,7,5,0,1,-1.205058787791487,1,5,-0.3229018840872577,0,14
100,0,-0.18487717375161056,-1.696000712049594,-0.7456734692456345,-0.6363011552898765,-0.7176567544299011,-0.6504492534945548,-0.6315031783543306,-0.6523124849508475,2,2,0,3,8,0,3,0.7608705574637542,4,2,-0.8877403826428885,1,5
101,4,-0.8290952055002024,-0.21098831638924315,-0.7813323297486849,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6557331010948404,-0.7481791126647591,2,2,0,3,6,0,3,0.8463457463878951,4,5,-0.9161494195524912,1,5
102,2,1.6537343917257559,0.3415744354843757,0.24385990971401586,3.664011044054378,0.07112313003149072,2.7001691160404606,2.5426167006524487,1.2841933948701676,2,9,5,11,5,0,4,-0.8631580320949231,2,5,0.9454780579355937,1,25
103,4,0.6901504535153178,0.6523909834132863,0.7668565304254227,1.3755408093156227,0.48323846292424033,0.7776831663072551,0.31346380852555017,0.7089936285866977,1,6,3,6,4,0,1,2.042998391325868,5,4,0.8635931868432094,0,15
104,2,1.7266574065487557,-0.48726969232605255,-0.25833570903727815,1.2498006865277789,2.317816396446803,0.22840146638348202,-0.02575510984158651,-0.11545936975294234,1,3,11,5,1,0,1,0.8463457463878951,4,5,0.8251574310243351,0,19
105,1,-1.3126592718364731,1.550305455207917,-0.9001951980921865,-0.5860051061747391,-0.7132254067643876,-0.5039741335148821,-0.6557331010948404,-0.6714858104936298,1,1,0,3,5,0,4,-0.8631580320949231,2,0,-0.9595985348260012,1,4
106,2,-0.12307224840561932,-1.1779731321680762,-0.4752604437641685,-0.6363011552898765,-0.5980103674610383,-0.6504492534945548,-0.6315031783543306,-0.7098324615791944,4,4,1,4,7,0,1,0.41896980176719056,3,1,-0.695561603548517,2,9
107,2,0.03797012187926117,0.2379689195080722,-0.026553115767450154,2.004241423254841,0.4610817245966732,0.6861362163199596,1.7187993274751165,0.40222041990218044,4,6,4,12,6,0,1,-0.008406142853514022,3,5,0.512658025018705,2,22
108,2,-0.634747117393366,-1.1089027881838738,-0.6773273199481211,-0.5860051061747391,-0.6024417151265518,-0.6138304734996367,-0.5588134101328013,-0.3263659507235479,2,3,1,3,7,0,3,-0.7776828431707823,2,1,-0.7657486359134179,1,7
109,3,1.817107191245992,-1.0743676161917726,0.44592678589796847,4.21726758432089,-0.2700906402130439,-0.11947694356824093,-0.12267480080362557,-0.019592742039030716,1,5,4,4,2,0,1,0.7608705574637542,4,1,0.4123908359259895,0,13
110,2,1.2461520285838892,-0.1073828004129396,0.3597512063489299,2.2305736442729596,0.5541400255724553,-0.26595206354791373,0.19231419482300136,0.670646977501133,1,6,6,11,3,0,4,-0.8631580320949231,2,5,0.6112540942932086,1,23
111,4,0.800845842194705,-0.31459383236554667,3.0549667460378274,-0.23393276236877672,0.6383356312172106,-0.26595206354791373,0.5799929586711576,0.8048602563006093,1,7,4,5,9,0,3,-1.8888602991846142,1,5,2.0333770595915572,0,16
